Namespace(basic_net='cnn1d_v2', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/CQDX/CQDXBear/ZouBearingFaultRawConstantLoad.mat', dataset='CQDXBearFFT', gamma=0.9, is_continue_train=False, is_descend=False, is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=5, num_workers=3, seed=1, src_wc='2', steps='50', tgt_wc='1', transfer_loss='adv', transfer_loss_weight=1.5, weight_decay=0.001)

Epoch: [ 0/500], cls_loss: 1.0112, transfer_loss: 0.6968, total_Loss: 2.0565, val_loss 1.8206, val_acc: 78.3333, The current lr 0.001000

Epoch: [ 1/500], cls_loss: 0.2418, transfer_loss: 0.6792, total_Loss: 1.2606, val_loss 0.8557, val_acc: 83.7963, The current lr 0.001000

Epoch: [ 2/500], cls_loss: 0.0481, transfer_loss: 0.6256, total_Loss: 0.9865, val_loss 1.2212, val_acc: 81.3889, The current lr 0.001000

Epoch: [ 3/500], cls_loss: 0.0502, transfer_loss: 0.4927, total_Loss: 0.7893, val_loss 0.4511, val_acc: 85.8333, The current lr 0.001000

Epoch: [ 4/500], cls_loss: 0.0089, transfer_loss: 0.3412, total_Loss: 0.5207, val_loss 1.1324, val_acc: 84.7222, The current lr 0.001000

Epoch: [ 5/500], cls_loss: 0.0070, transfer_loss: 0.2843, total_Loss: 0.4335, val_loss 1.3468, val_acc: 83.2407, The current lr 0.001000

Epoch: [ 6/500], cls_loss: 0.0408, transfer_loss: 0.3535, total_Loss: 0.5710, val_loss 0.0746, val_acc: 97.5926, The current lr 0.001000

Epoch: [ 7/500], cls_loss: 0.0764, transfer_loss: 0.4682, total_Loss: 0.7787, val_loss 0.9702, val_acc: 83.7963, The current lr 0.001000

Epoch: [ 8/500], cls_loss: 0.0139, transfer_loss: 0.3797, total_Loss: 0.5835, val_loss 0.3832, val_acc: 91.2037, The current lr 0.001000

Epoch: [ 9/500], cls_loss: 0.0429, transfer_loss: 0.4897, total_Loss: 0.7774, val_loss 0.4044, val_acc: 90.2778, The current lr 0.001000

Epoch: [10/500], cls_loss: 0.0277, transfer_loss: 0.6327, total_Loss: 0.9768, val_loss 1.3917, val_acc: 85.7407, The current lr 0.001000

Epoch: [11/500], cls_loss: 0.0227, transfer_loss: 0.6436, total_Loss: 0.9881, val_loss 0.5113, val_acc: 92.4074, The current lr 0.001000

Epoch: [12/500], cls_loss: 0.0250, transfer_loss: 0.6585, total_Loss: 1.0127, val_loss 0.0046, val_acc: 99.8148, The current lr 0.001000

Epoch: [13/500], cls_loss: 0.0228, transfer_loss: 0.6318, total_Loss: 0.9705, val_loss 0.3310, val_acc: 94.1667, The current lr 0.001000

Epoch: [14/500], cls_loss: 0.0170, transfer_loss: 0.6251, total_Loss: 0.9547, val_loss 0.0252, val_acc: 99.2593, The current lr 0.001000

Epoch: [15/500], cls_loss: 0.0142, transfer_loss: 0.6375, total_Loss: 0.9704, val_loss 0.0225, val_acc: 99.2593, The current lr 0.001000

Epoch: [16/500], cls_loss: 0.0121, transfer_loss: 0.6351, total_Loss: 0.9648, val_loss 0.0068, val_acc: 99.6296, The current lr 0.001000

Epoch: [17/500], cls_loss: 0.0129, transfer_loss: 0.5931, total_Loss: 0.9026, val_loss 0.0160, val_acc: 99.4444, The current lr 0.001000

Epoch: [18/500], cls_loss: 0.0375, transfer_loss: 0.6165, total_Loss: 0.9621, val_loss 0.0702, val_acc: 98.6111, The current lr 0.001000

Epoch: [19/500], cls_loss: 0.0075, transfer_loss: 0.6134, total_Loss: 0.9276, val_loss 0.0098, val_acc: 99.5370, The current lr 0.001000

Epoch: [20/500], cls_loss: 0.0123, transfer_loss: 0.6260, total_Loss: 0.9512, val_loss 0.0135, val_acc: 99.4444, The current lr 0.001000

Epoch: [21/500], cls_loss: 0.0230, transfer_loss: 0.6236, total_Loss: 0.9585, val_loss 0.0468, val_acc: 97.9630, The current lr 0.001000

Epoch: [22/500], cls_loss: 0.0024, transfer_loss: 0.6247, total_Loss: 0.9395, val_loss 0.0170, val_acc: 99.4444, The current lr 0.001000

Epoch: [23/500], cls_loss: 0.0156, transfer_loss: 0.6113, total_Loss: 0.9325, val_loss 0.0398, val_acc: 99.0741, The current lr 0.001000

