Namespace(basic_net='cnn1d_v2', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/CQDX/CQDXGear/gear_fault_rawdata_1024000x1_simple.mat', dataset='CQDXGear1D', gamma=0.9, is_continue_train=False, is_descend=False, is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=5, num_workers=3, seed=1, src_wc='1', steps='50', tgt_wc='2', transfer_loss='adv', transfer_loss_weight=1.5, weight_decay=0.001)

Epoch: [ 0/500], cls_loss: 2.8228, transfer_loss: 0.6933, total_Loss: 3.8627, val_loss 1.8416, val_acc: 29.0222, The current lr 0.001000

Epoch: [ 1/500], cls_loss: 1.7833, transfer_loss: 0.6845, total_Loss: 2.8100, val_loss 2.0479, val_acc: 40.0222, The current lr 0.001000

Epoch: [ 2/500], cls_loss: 1.4781, transfer_loss: 0.6831, total_Loss: 2.5027, val_loss 2.4764, val_acc: 26.0000, The current lr 0.001000

Epoch: [ 3/500], cls_loss: 1.1298, transfer_loss: 0.6763, total_Loss: 2.1443, val_loss 3.0540, val_acc: 42.4889, The current lr 0.001000

Epoch: [ 4/500], cls_loss: 0.8974, transfer_loss: 0.6571, total_Loss: 1.8830, val_loss 2.1112, val_acc: 45.8444, The current lr 0.001000

Epoch: [ 5/500], cls_loss: 0.8909, transfer_loss: 0.6399, total_Loss: 1.8507, val_loss 1.2417, val_acc: 58.1778, The current lr 0.001000

Epoch: [ 6/500], cls_loss: 0.7175, transfer_loss: 0.6284, total_Loss: 1.6601, val_loss 1.8323, val_acc: 50.8889, The current lr 0.001000

Epoch: [ 7/500], cls_loss: 0.6414, transfer_loss: 0.6120, total_Loss: 1.5594, val_loss 0.8268, val_acc: 70.5778, The current lr 0.001000

Epoch: [ 8/500], cls_loss: 0.5716, transfer_loss: 0.5904, total_Loss: 1.4572, val_loss 1.1070, val_acc: 64.2222, The current lr 0.001000

Epoch: [ 9/500], cls_loss: 0.5629, transfer_loss: 0.5901, total_Loss: 1.4481, val_loss 1.7042, val_acc: 50.8667, The current lr 0.001000

Epoch: [10/500], cls_loss: 0.4817, transfer_loss: 0.5581, total_Loss: 1.3189, val_loss 0.7615, val_acc: 74.4222, The current lr 0.001000

Epoch: [11/500], cls_loss: 0.4578, transfer_loss: 0.5536, total_Loss: 1.2881, val_loss 0.9024, val_acc: 70.4444, The current lr 0.001000

Epoch: [12/500], cls_loss: 0.4299, transfer_loss: 0.5534, total_Loss: 1.2600, val_loss 0.6520, val_acc: 77.5111, The current lr 0.001000

Epoch: [13/500], cls_loss: 0.3618, transfer_loss: 0.5715, total_Loss: 1.2191, val_loss 1.6052, val_acc: 62.7778, The current lr 0.001000

Epoch: [14/500], cls_loss: 0.3571, transfer_loss: 0.5691, total_Loss: 1.2108, val_loss 2.6544, val_acc: 43.6667, The current lr 0.001000

Epoch: [15/500], cls_loss: 0.3077, transfer_loss: 0.5688, total_Loss: 1.1609, val_loss 1.5631, val_acc: 61.0000, The current lr 0.001000

Epoch: [16/500], cls_loss: 0.2940, transfer_loss: 0.5845, total_Loss: 1.1707, val_loss 0.5741, val_acc: 81.0667, The current lr 0.001000

Epoch: [17/500], cls_loss: 0.2729, transfer_loss: 0.5697, total_Loss: 1.1274, val_loss 1.0744, val_acc: 71.3778, The current lr 0.001000

Epoch: [18/500], cls_loss: 0.2603, transfer_loss: 0.5623, total_Loss: 1.1038, val_loss 0.8381, val_acc: 76.3778, The current lr 0.001000

Epoch: [19/500], cls_loss: 0.2473, transfer_loss: 0.5750, total_Loss: 1.1098, val_loss 0.7037, val_acc: 77.6222, The current lr 0.001000

Epoch: [20/500], cls_loss: 0.2161, transfer_loss: 0.5958, total_Loss: 1.1098, val_loss 0.3963, val_acc: 87.0444, The current lr 0.001000

Epoch: [21/500], cls_loss: 0.2071, transfer_loss: 0.5861, total_Loss: 1.0863, val_loss 0.8950, val_acc: 73.8667, The current lr 0.001000

Epoch: [22/500], cls_loss: 0.1816, transfer_loss: 0.5920, total_Loss: 1.0697, val_loss 0.6986, val_acc: 79.4222, The current lr 0.001000

Epoch: [23/500], cls_loss: 0.1834, transfer_loss: 0.5823, total_Loss: 1.0570, val_loss 0.9670, val_acc: 74.6667, The current lr 0.001000

Epoch: [24/500], cls_loss: 0.1741, transfer_loss: 0.6047, total_Loss: 1.0811, val_loss 1.7618, val_acc: 60.5111, The current lr 0.001000

Epoch: [25/500], cls_loss: 0.1783, transfer_loss: 0.5733, total_Loss: 1.0383, val_loss 0.4558, val_acc: 85.5333, The current lr 0.001000

Epoch: [26/500], cls_loss: 0.1582, transfer_loss: 0.5676, total_Loss: 1.0095, val_loss 0.6661, val_acc: 80.2444, The current lr 0.001000

Epoch: [27/500], cls_loss: 0.1506, transfer_loss: 0.5993, total_Loss: 1.0495, val_loss 0.7159, val_acc: 80.1556, The current lr 0.001000

Epoch: [28/500], cls_loss: 0.1316, transfer_loss: 0.5816, total_Loss: 1.0040, val_loss 2.5687, val_acc: 54.0667, The current lr 0.001000

Epoch: [29/500], cls_loss: 0.1601, transfer_loss: 0.5866, total_Loss: 1.0400, val_loss 0.5179, val_acc: 83.6889, The current lr 0.001000

Epoch: [30/500], cls_loss: 0.1498, transfer_loss: 0.5941, total_Loss: 1.0409, val_loss 0.4626, val_acc: 86.4000, The current lr 0.001000

Epoch: [31/500], cls_loss: 0.1209, transfer_loss: 0.5756, total_Loss: 0.9842, val_loss 0.9168, val_acc: 77.8000, The current lr 0.001000

Epoch: [32/500], cls_loss: 0.1326, transfer_loss: 0.5909, total_Loss: 1.0189, val_loss 0.5511, val_acc: 83.7111, The current lr 0.001000

Epoch: [33/500], cls_loss: 0.1131, transfer_loss: 0.5851, total_Loss: 0.9907, val_loss 0.7097, val_acc: 80.8889, The current lr 0.001000

Epoch: [34/500], cls_loss: 0.1023, transfer_loss: 0.5743, total_Loss: 0.9637, val_loss 0.8271, val_acc: 79.1778, The current lr 0.001000

Epoch: [35/500], cls_loss: 0.1223, transfer_loss: 0.5840, total_Loss: 0.9983, val_loss 0.7542, val_acc: 79.2222, The current lr 0.001000

Epoch: [36/500], cls_loss: 0.1118, transfer_loss: 0.5839, total_Loss: 0.9877, val_loss 0.4948, val_acc: 85.6667, The current lr 0.001000

Epoch: [37/500], cls_loss: 0.1114, transfer_loss: 0.5989, total_Loss: 1.0097, val_loss 0.8592, val_acc: 76.6889, The current lr 0.001000

Epoch: [38/500], cls_loss: 0.1117, transfer_loss: 0.5835, total_Loss: 0.9870, val_loss 0.6497, val_acc: 80.2889, The current lr 0.001000

Epoch: [39/500], cls_loss: 0.1030, transfer_loss: 0.5945, total_Loss: 0.9948, val_loss 0.3154, val_acc: 89.9111, The current lr 0.001000

Epoch: [40/500], cls_loss: 0.0844, transfer_loss: 0.5933, total_Loss: 0.9744, val_loss 0.2608, val_acc: 91.4444, The current lr 0.001000

Epoch: [41/500], cls_loss: 0.0816, transfer_loss: 0.5891, total_Loss: 0.9653, val_loss 0.4308, val_acc: 87.2667, The current lr 0.001000

Epoch: [42/500], cls_loss: 0.0865, transfer_loss: 0.5974, total_Loss: 0.9827, val_loss 0.3859, val_acc: 87.9111, The current lr 0.001000

Epoch: [43/500], cls_loss: 0.0781, transfer_loss: 0.5800, total_Loss: 0.9480, val_loss 0.2832, val_acc: 90.8889, The current lr 0.001000

Epoch: [44/500], cls_loss: 0.0848, transfer_loss: 0.5872, total_Loss: 0.9656, val_loss 0.8796, val_acc: 76.6667, The current lr 0.001000

Epoch: [45/500], cls_loss: 0.0777, transfer_loss: 0.6096, total_Loss: 0.9921, val_loss 0.4312, val_acc: 86.5333, The current lr 0.001000

Epoch: [46/500], cls_loss: 0.0718, transfer_loss: 0.6129, total_Loss: 0.9913, val_loss 0.2877, val_acc: 90.8667, The current lr 0.001000

Epoch: [47/500], cls_loss: 0.0699, transfer_loss: 0.6128, total_Loss: 0.9892, val_loss 0.2634, val_acc: 91.5333, The current lr 0.001000

Epoch: [48/500], cls_loss: 0.0795, transfer_loss: 0.6220, total_Loss: 1.0125, val_loss 0.3842, val_acc: 88.6222, The current lr 0.001000

Epoch: [49/500], cls_loss: 0.0708, transfer_loss: 0.6127, total_Loss: 0.9899, val_loss 0.5833, val_acc: 83.1111, The current lr 0.001000

Epoch: [50/500], cls_loss: 0.0617, transfer_loss: 0.6175, total_Loss: 0.9879, val_loss 0.2271, val_acc: 92.3111, The current lr 0.000900

Epoch: [51/500], cls_loss: 0.0603, transfer_loss: 0.6031, total_Loss: 0.9650, val_loss 0.4520, val_acc: 86.4667, The current lr 0.000900

Epoch: [52/500], cls_loss: 0.0584, transfer_loss: 0.6161, total_Loss: 0.9826, val_loss 0.2418, val_acc: 92.3111, The current lr 0.000900

Epoch: [53/500], cls_loss: 0.0729, transfer_loss: 0.6039, total_Loss: 0.9787, val_loss 0.2889, val_acc: 91.3333, The current lr 0.000900

Epoch: [54/500], cls_loss: 0.0743, transfer_loss: 0.6120, total_Loss: 0.9923, val_loss 0.3566, val_acc: 89.0667, The current lr 0.000900

Epoch: [55/500], cls_loss: 0.0641, transfer_loss: 0.6097, total_Loss: 0.9786, val_loss 0.3495, val_acc: 89.6667, The current lr 0.000900

Epoch: [56/500], cls_loss: 0.0597, transfer_loss: 0.6066, total_Loss: 0.9695, val_loss 0.3788, val_acc: 88.0667, The current lr 0.000900

Epoch: [57/500], cls_loss: 0.0503, transfer_loss: 0.6032, total_Loss: 0.9550, val_loss 0.2380, val_acc: 92.4444, The current lr 0.000900

Epoch: [58/500], cls_loss: 0.0508, transfer_loss: 0.6157, total_Loss: 0.9745, val_loss 0.3102, val_acc: 89.9556, The current lr 0.000900

Epoch: [59/500], cls_loss: 0.0624, transfer_loss: 0.6206, total_Loss: 0.9933, val_loss 0.2649, val_acc: 91.8444, The current lr 0.000900

Epoch: [60/500], cls_loss: 0.0610, transfer_loss: 0.6220, total_Loss: 0.9940, val_loss 0.3182, val_acc: 89.3778, The current lr 0.000900

Epoch: [61/500], cls_loss: 0.0687, transfer_loss: 0.6248, total_Loss: 1.0058, val_loss 0.3158, val_acc: 90.3333, The current lr 0.000900

Epoch: [62/500], cls_loss: 0.0740, transfer_loss: 0.6368, total_Loss: 1.0291, val_loss 0.2934, val_acc: 91.1778, The current lr 0.000900

Epoch: [63/500], cls_loss: 0.0598, transfer_loss: 0.6244, total_Loss: 0.9964, val_loss 0.2024, val_acc: 93.6667, The current lr 0.000900

Epoch: [64/500], cls_loss: 0.0490, transfer_loss: 0.6117, total_Loss: 0.9665, val_loss 0.4890, val_acc: 85.6222, The current lr 0.000900

Epoch: [65/500], cls_loss: 0.0465, transfer_loss: 0.6218, total_Loss: 0.9791, val_loss 0.2037, val_acc: 93.8222, The current lr 0.000900

Epoch: [66/500], cls_loss: 0.0567, transfer_loss: 0.6310, total_Loss: 1.0032, val_loss 0.2811, val_acc: 91.5556, The current lr 0.000900

Epoch: [67/500], cls_loss: 0.0565, transfer_loss: 0.6336, total_Loss: 1.0068, val_loss 0.3046, val_acc: 91.0000, The current lr 0.000900

Epoch: [68/500], cls_loss: 0.0607, transfer_loss: 0.6217, total_Loss: 0.9932, val_loss 0.3118, val_acc: 90.3111, The current lr 0.000900

Epoch: [69/500], cls_loss: 0.0517, transfer_loss: 0.6082, total_Loss: 0.9639, val_loss 0.2325, val_acc: 92.2889, The current lr 0.000900

Epoch: [70/500], cls_loss: 0.0514, transfer_loss: 0.6368, total_Loss: 1.0067, val_loss 0.2266, val_acc: 92.3111, The current lr 0.000900

Epoch: [71/500], cls_loss: 0.0457, transfer_loss: 0.6327, total_Loss: 0.9947, val_loss 0.2592, val_acc: 91.8667, The current lr 0.000900

Epoch: [72/500], cls_loss: 0.0466, transfer_loss: 0.6222, total_Loss: 0.9799, val_loss 0.1856, val_acc: 93.9556, The current lr 0.000900

Epoch: [73/500], cls_loss: 0.0525, transfer_loss: 0.6298, total_Loss: 0.9971, val_loss 0.4015, val_acc: 87.7778, The current lr 0.000900

Epoch: [74/500], cls_loss: 0.0429, transfer_loss: 0.6290, total_Loss: 0.9863, val_loss 0.5836, val_acc: 84.4667, The current lr 0.000900

Epoch: [75/500], cls_loss: 0.0464, transfer_loss: 0.6351, total_Loss: 0.9991, val_loss 0.2719, val_acc: 92.2222, The current lr 0.000900

Epoch: [76/500], cls_loss: 0.0396, transfer_loss: 0.6209, total_Loss: 0.9709, val_loss 0.2291, val_acc: 92.4000, The current lr 0.000900

Epoch: [77/500], cls_loss: 0.0475, transfer_loss: 0.6254, total_Loss: 0.9855, val_loss 0.3552, val_acc: 89.5556, The current lr 0.000900

Epoch: [78/500], cls_loss: 0.0505, transfer_loss: 0.6341, total_Loss: 1.0017, val_loss 0.1974, val_acc: 93.8889, The current lr 0.000900

Epoch: [79/500], cls_loss: 0.0355, transfer_loss: 0.6338, total_Loss: 0.9862, val_loss 0.2431, val_acc: 92.5111, The current lr 0.000900

Epoch: [80/500], cls_loss: 0.0474, transfer_loss: 0.6428, total_Loss: 1.0116, val_loss 0.2577, val_acc: 91.6222, The current lr 0.000900

Epoch: [81/500], cls_loss: 0.0393, transfer_loss: 0.6278, total_Loss: 0.9811, val_loss 0.3233, val_acc: 90.2222, The current lr 0.000900

Epoch: [82/500], cls_loss: 0.0417, transfer_loss: 0.6373, total_Loss: 0.9977, val_loss 0.2035, val_acc: 93.0889, The current lr 0.000900

Epoch: [83/500], cls_loss: 0.0419, transfer_loss: 0.6293, total_Loss: 0.9859, val_loss 0.2167, val_acc: 93.2000, The current lr 0.000900

Epoch: [84/500], cls_loss: 0.0419, transfer_loss: 0.6341, total_Loss: 0.9931, val_loss 0.2738, val_acc: 91.6222, The current lr 0.000900

Epoch: [85/500], cls_loss: 0.0454, transfer_loss: 0.6372, total_Loss: 1.0011, val_loss 0.2134, val_acc: 93.2000, The current lr 0.000900

Epoch: [86/500], cls_loss: 0.0518, transfer_loss: 0.6396, total_Loss: 1.0113, val_loss 0.2235, val_acc: 93.3556, The current lr 0.000900

Epoch: [87/500], cls_loss: 0.0358, transfer_loss: 0.6272, total_Loss: 0.9766, val_loss 0.2257, val_acc: 93.3333, The current lr 0.000900

Epoch: [88/500], cls_loss: 0.0435, transfer_loss: 0.6329, total_Loss: 0.9929, val_loss 0.2094, val_acc: 92.9111, The current lr 0.000900

Epoch: [89/500], cls_loss: 0.0356, transfer_loss: 0.6502, total_Loss: 1.0109, val_loss 0.2184, val_acc: 93.2222, The current lr 0.000900

Epoch: [90/500], cls_loss: 0.0463, transfer_loss: 0.6454, total_Loss: 1.0144, val_loss 0.2003, val_acc: 93.6444, The current lr 0.000900

Epoch: [91/500], cls_loss: 0.0419, transfer_loss: 0.6406, total_Loss: 1.0028, val_loss 0.2746, val_acc: 91.9111, The current lr 0.000900

Epoch: [92/500], cls_loss: 0.0328, transfer_loss: 0.6459, total_Loss: 1.0017, val_loss 0.2385, val_acc: 92.6444, The current lr 0.000900

