Namespace(basic_net='resnet1d', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/For_the_strange_Benchmark/CWRU', dataset='CWRUBear1DaFFT', gamma=0.9, is_continue_train=False, is_descend='False', is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=10, num_workers=3, seed=1, src_wc='2', steps='50', tgt_wc='3', transfer_loss='plmmd_adv', transfer_loss_weight=1.5, weight_decay=0.001)
Epoch: [ 0/500], cls_loss: 2.3632, transfer_loss: 0.7109, total_Loss: 2.3632, val_loss 1.5716, val_acc: 40.3030, The current lr 0.001000
Epoch: [ 1/500], cls_loss: 1.9436, transfer_loss: 0.7255, total_Loss: 1.9509, val_loss 2.1972, val_acc: 50.3030, The current lr 0.001000
Epoch: [ 2/500], cls_loss: 2.0004, transfer_loss: 0.7391, total_Loss: 2.0152, val_loss 2.4497, val_acc: 36.9697, The current lr 0.001000
Epoch: [ 3/500], cls_loss: 1.3076, transfer_loss: 0.7517, total_Loss: 1.3301, val_loss 0.9595, val_acc: 68.1818, The current lr 0.001000
Epoch: [ 4/500], cls_loss: 1.7053, transfer_loss: 0.7603, total_Loss: 1.7357, val_loss 1.1736, val_acc: 72.1212, The current lr 0.001000
Epoch: [ 5/500], cls_loss: 1.2412, transfer_loss: 0.7789, total_Loss: 1.2801, val_loss 1.7881, val_acc: 60.9091, The current lr 0.001000
Epoch: [ 6/500], cls_loss: 0.9640, transfer_loss: 0.7843, total_Loss: 1.0110, val_loss 0.5040, val_acc: 83.9394, The current lr 0.001000
Epoch: [ 7/500], cls_loss: 0.9037, transfer_loss: 0.7936, total_Loss: 0.9592, val_loss 1.7632, val_acc: 62.4242, The current lr 0.001000
Epoch: [ 8/500], cls_loss: 0.9408, transfer_loss: 0.8028, total_Loss: 1.0048, val_loss 1.3977, val_acc: 81.2121, The current lr 0.001000
Epoch: [ 9/500], cls_loss: 0.8823, transfer_loss: 0.8232, total_Loss: 0.9562, val_loss 0.6713, val_acc: 88.4848, The current lr 0.001000
Epoch: [10/500], cls_loss: 0.6237, transfer_loss: 0.8295, total_Loss: 0.7063, val_loss 0.6046, val_acc: 87.8788, The current lr 0.001000
Epoch: [11/500], cls_loss: 0.6682, transfer_loss: 0.8385, total_Loss: 0.7601, val_loss 1.2648, val_acc: 80.3030, The current lr 0.001000
Epoch: [12/500], cls_loss: 0.5252, transfer_loss: 0.8554, total_Loss: 0.6273, val_loss 1.1491, val_acc: 79.0909, The current lr 0.001000
Epoch: [13/500], cls_loss: 0.4031, transfer_loss: 0.8650, total_Loss: 0.5149, val_loss 0.6634, val_acc: 91.2121, The current lr 0.001000
Epoch: [14/500], cls_loss: 0.2882, transfer_loss: 0.8785, total_Loss: 0.4104, val_loss 1.2926, val_acc: 78.7879, The current lr 0.001000
Epoch: [15/500], cls_loss: 0.3557, transfer_loss: 0.8895, total_Loss: 0.4882, val_loss 0.4163, val_acc: 92.1212, The current lr 0.001000
Epoch: [16/500], cls_loss: 0.4861, transfer_loss: 0.9157, total_Loss: 0.6314, val_loss 0.6254, val_acc: 88.7879, The current lr 0.001000
Epoch: [17/500], cls_loss: 0.4425, transfer_loss: 0.9232, total_Loss: 0.5980, val_loss 0.2478, val_acc: 96.0606, The current lr 0.001000
