Namespace(basic_net='resnet1d', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/For_the_strange_Benchmark/CWRU', dataset='CWRUBear1DaFFT', gamma=0.9, is_continue_train=False, is_descend='False', is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=10, num_workers=3, seed=1, src_wc='0', steps='50', tgt_wc='3', transfer_loss='plmmd_adv', transfer_loss_weight=1.5, weight_decay=0.001)

Epoch: [ 0/500], cls_loss: 2.3207, transfer_loss: 0.7294, total_Loss: 2.3207, val_loss 1.8045, val_acc: 36.6667, The current lr 0.001000

Epoch: [ 1/500], cls_loss: 2.1117, transfer_loss: 0.7892, total_Loss: 2.1196, val_loss 2.8715, val_acc: 50.0000, The current lr 0.001000

Epoch: [ 2/500], cls_loss: 2.1480, transfer_loss: 0.8393, total_Loss: 2.1648, val_loss 2.1738, val_acc: 51.5152, The current lr 0.001000

Epoch: [ 3/500], cls_loss: 1.5849, transfer_loss: 0.9036, total_Loss: 1.6120, val_loss 2.4633, val_acc: 63.0303, The current lr 0.001000

Epoch: [ 4/500], cls_loss: 1.6746, transfer_loss: 0.9626, total_Loss: 1.7131, val_loss 1.4529, val_acc: 60.0000, The current lr 0.001000

Epoch: [ 5/500], cls_loss: 1.6402, transfer_loss: 1.0277, total_Loss: 1.6915, val_loss 5.5181, val_acc: 40.6061, The current lr 0.001000

Epoch: [ 6/500], cls_loss: 0.7685, transfer_loss: 1.0629, total_Loss: 0.8322, val_loss 1.6822, val_acc: 71.8182, The current lr 0.001000

Epoch: [ 7/500], cls_loss: 0.8108, transfer_loss: 1.1350, total_Loss: 0.8901, val_loss 1.2359, val_acc: 77.2727, The current lr 0.001000

Epoch: [ 8/500], cls_loss: 1.3472, transfer_loss: 1.2002, total_Loss: 1.4430, val_loss 1.3447, val_acc: 62.4242, The current lr 0.001000

Epoch: [ 9/500], cls_loss: 0.6645, transfer_loss: 1.2497, total_Loss: 0.7767, val_loss 4.4418, val_acc: 60.9091, The current lr 0.001000

Epoch: [10/500], cls_loss: 0.7002, transfer_loss: 1.2814, total_Loss: 0.8279, val_loss 1.8021, val_acc: 74.2424, The current lr 0.001000

Epoch: [11/500], cls_loss: 0.7310, transfer_loss: 1.3099, total_Loss: 0.8745, val_loss 1.0481, val_acc: 78.1818, The current lr 0.001000

Epoch: [12/500], cls_loss: 0.7577, transfer_loss: 1.3554, total_Loss: 0.9196, val_loss 1.4353, val_acc: 69.6970, The current lr 0.001000

Epoch: [13/500], cls_loss: 0.4279, transfer_loss: 1.5359, total_Loss: 0.6264, val_loss 0.9770, val_acc: 82.4242, The current lr 0.001000

Epoch: [14/500], cls_loss: 0.5241, transfer_loss: 1.5033, total_Loss: 0.7332, val_loss 1.7080, val_acc: 81.8182, The current lr 0.001000

Epoch: [15/500], cls_loss: 0.5132, transfer_loss: 1.5128, total_Loss: 0.7384, val_loss 1.3078, val_acc: 77.2727, The current lr 0.001000

Epoch: [16/500], cls_loss: 0.5476, transfer_loss: 1.5844, total_Loss: 0.7989, val_loss 4.3141, val_acc: 50.6061, The current lr 0.001000

Epoch: [17/500], cls_loss: 0.3740, transfer_loss: 1.6210, total_Loss: 0.6469, val_loss 0.8972, val_acc: 83.6364, The current lr 0.001000

Epoch: [18/500], cls_loss: 0.2705, transfer_loss: 1.6159, total_Loss: 0.5582, val_loss 0.6234, val_acc: 84.2424, The current lr 0.001000

Epoch: [19/500], cls_loss: 0.4126, transfer_loss: 1.7580, total_Loss: 0.7427, val_loss 1.0229, val_acc: 79.0909, The current lr 0.001000

Epoch: [20/500], cls_loss: 0.3501, transfer_loss: 1.8482, total_Loss: 0.7149, val_loss 2.0251, val_acc: 77.8788, The current lr 0.001000

Epoch: [21/500], cls_loss: 0.3413, transfer_loss: 1.8058, total_Loss: 0.7151, val_loss 1.5560, val_acc: 76.9697, The current lr 0.001000

Epoch: [22/500], cls_loss: 0.2340, transfer_loss: 1.7819, total_Loss: 0.6198, val_loss 0.6743, val_acc: 84.5455, The current lr 0.001000

Epoch: [23/500], cls_loss: 0.3437, transfer_loss: 1.7996, total_Loss: 0.7505, val_loss 0.8942, val_acc: 84.5455, The current lr 0.001000

Epoch: [24/500], cls_loss: 0.4615, transfer_loss: 1.8299, total_Loss: 0.8924, val_loss 2.9632, val_acc: 70.3030, The current lr 0.001000

Epoch: [25/500], cls_loss: 0.3864, transfer_loss: 1.7344, total_Loss: 0.8112, val_loss 0.9069, val_acc: 87.2727, The current lr 0.001000

Epoch: [26/500], cls_loss: 0.4347, transfer_loss: 1.8209, total_Loss: 0.8977, val_loss 6.0916, val_acc: 40.3030, The current lr 0.001000

Epoch: [27/500], cls_loss: 0.2776, transfer_loss: 1.8457, total_Loss: 0.7642, val_loss 0.7896, val_acc: 80.9091, The current lr 0.001000

