Namespace(basic_net='resnet1d', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/CQDX/CQDXGear/gear_fault_rawdata_1024000x1_simple.mat', dataset='CQDXGear1DaFFT', gamma=0.9, is_continue_train=False, is_descend=False, is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=5, num_workers=3, seed=1, src_wc='3', steps='50', tgt_wc='1', transfer_loss='adv', transfer_loss_weight=1.5, weight_decay=0.001)

Epoch: [ 0/500], cls_loss: 3.0362, transfer_loss: 0.6923, total_Loss: 4.0747, val_loss 2.7428, val_acc: 23.2000, The current lr 0.001000

Epoch: [ 1/500], cls_loss: 2.4886, transfer_loss: 0.6763, total_Loss: 3.5030, val_loss 4.1066, val_acc: 22.0000, The current lr 0.001000

Epoch: [ 2/500], cls_loss: 2.2023, transfer_loss: 0.6346, total_Loss: 3.1542, val_loss 2.9768, val_acc: 26.4000, The current lr 0.001000

Epoch: [ 3/500], cls_loss: 1.8677, transfer_loss: 0.5803, total_Loss: 2.7381, val_loss 8.0095, val_acc: 20.8000, The current lr 0.001000

Epoch: [ 4/500], cls_loss: 1.5600, transfer_loss: 0.5935, total_Loss: 2.4503, val_loss 2.9725, val_acc: 25.6000, The current lr 0.001000

Epoch: [ 5/500], cls_loss: 1.2758, transfer_loss: 0.5902, total_Loss: 2.1612, val_loss 6.1594, val_acc: 22.8000, The current lr 0.001000

Epoch: [ 6/500], cls_loss: 1.0790, transfer_loss: 0.5317, total_Loss: 1.8765, val_loss 3.6233, val_acc: 19.6000, The current lr 0.001000

Epoch: [ 7/500], cls_loss: 1.0645, transfer_loss: 0.5037, total_Loss: 1.8200, val_loss 2.2271, val_acc: 29.2000, The current lr 0.001000

Epoch: [ 8/500], cls_loss: 0.8771, transfer_loss: 0.5488, total_Loss: 1.7003, val_loss 4.8720, val_acc: 26.8000, The current lr 0.001000

Epoch: [ 9/500], cls_loss: 0.8454, transfer_loss: 0.5512, total_Loss: 1.6722, val_loss 4.5525, val_acc: 25.6000, The current lr 0.001000

Epoch: [10/500], cls_loss: 0.7206, transfer_loss: 0.5929, total_Loss: 1.6099, val_loss 4.2380, val_acc: 24.4000, The current lr 0.001000

Epoch: [11/500], cls_loss: 0.7523, transfer_loss: 0.5509, total_Loss: 1.5785, val_loss 7.1751, val_acc: 24.4000, The current lr 0.001000

Epoch: [12/500], cls_loss: 0.5994, transfer_loss: 0.5269, total_Loss: 1.3898, val_loss 4.5500, val_acc: 25.6000, The current lr 0.001000

Epoch: [13/500], cls_loss: 0.5017, transfer_loss: 0.5465, total_Loss: 1.3215, val_loss 2.8994, val_acc: 27.6000, The current lr 0.001000

Epoch: [14/500], cls_loss: 0.4624, transfer_loss: 0.5273, total_Loss: 1.2533, val_loss 3.1128, val_acc: 26.0000, The current lr 0.001000

Epoch: [15/500], cls_loss: 0.4526, transfer_loss: 0.5198, total_Loss: 1.2323, val_loss 4.4710, val_acc: 23.6000, The current lr 0.001000

Epoch: [16/500], cls_loss: 0.4761, transfer_loss: 0.4994, total_Loss: 1.2252, val_loss 6.7117, val_acc: 24.0000, The current lr 0.001000

Epoch: [17/500], cls_loss: 0.4319, transfer_loss: 0.5287, total_Loss: 1.2249, val_loss 7.5336, val_acc: 28.8000, The current lr 0.001000

Epoch: [18/500], cls_loss: 0.3377, transfer_loss: 0.5261, total_Loss: 1.1268, val_loss 3.3784, val_acc: 30.0000, The current lr 0.001000

Epoch: [19/500], cls_loss: 0.3255, transfer_loss: 0.5334, total_Loss: 1.1256, val_loss 7.1326, val_acc: 22.8000, The current lr 0.001000

Epoch: [20/500], cls_loss: 0.3296, transfer_loss: 0.5132, total_Loss: 1.0995, val_loss 4.9828, val_acc: 24.8000, The current lr 0.001000

Epoch: [21/500], cls_loss: 0.3243, transfer_loss: 0.4973, total_Loss: 1.0702, val_loss 4.8953, val_acc: 25.2000, The current lr 0.001000

Epoch: [22/500], cls_loss: 0.2839, transfer_loss: 0.5038, total_Loss: 1.0397, val_loss 4.2071, val_acc: 28.0000, The current lr 0.001000

Epoch: [23/500], cls_loss: 0.2708, transfer_loss: 0.4474, total_Loss: 0.9419, val_loss 5.8001, val_acc: 25.2000, The current lr 0.001000

Epoch: [24/500], cls_loss: 0.3007, transfer_loss: 0.4865, total_Loss: 1.0305, val_loss 6.1315, val_acc: 28.4000, The current lr 0.001000

Epoch: [25/500], cls_loss: 0.2755, transfer_loss: 0.5065, total_Loss: 1.0353, val_loss 3.3659, val_acc: 26.8000, The current lr 0.001000

Epoch: [26/500], cls_loss: 0.2739, transfer_loss: 0.4932, total_Loss: 1.0137, val_loss 4.6280, val_acc: 31.6000, The current lr 0.001000

Epoch: [27/500], cls_loss: 0.2777, transfer_loss: 0.4696, total_Loss: 0.9821, val_loss 12.7627, val_acc: 21.2000, The current lr 0.001000

Epoch: [28/500], cls_loss: 0.2439, transfer_loss: 0.4577, total_Loss: 0.9304, val_loss 5.9577, val_acc: 25.6000, The current lr 0.001000

Epoch: [29/500], cls_loss: 0.2516, transfer_loss: 0.4989, total_Loss: 0.9999, val_loss 5.2365, val_acc: 30.4000, The current lr 0.001000

Epoch: [30/500], cls_loss: 0.2286, transfer_loss: 0.4980, total_Loss: 0.9756, val_loss 4.2020, val_acc: 24.8000, The current lr 0.001000

Epoch: [31/500], cls_loss: 0.2661, transfer_loss: 0.4712, total_Loss: 0.9730, val_loss 3.4141, val_acc: 32.0000, The current lr 0.001000

Epoch: [32/500], cls_loss: 0.2637, transfer_loss: 0.5144, total_Loss: 1.0353, val_loss 7.7958, val_acc: 23.2000, The current lr 0.001000

Epoch: [33/500], cls_loss: 0.2095, transfer_loss: 0.4809, total_Loss: 0.9309, val_loss 9.5909, val_acc: 23.2000, The current lr 0.001000

Epoch: [34/500], cls_loss: 0.2284, transfer_loss: 0.5167, total_Loss: 1.0035, val_loss 4.1738, val_acc: 29.6000, The current lr 0.001000

Epoch: [35/500], cls_loss: 0.2198, transfer_loss: 0.5347, total_Loss: 1.0218, val_loss 3.4093, val_acc: 25.6000, The current lr 0.001000

Epoch: [36/500], cls_loss: 0.2289, transfer_loss: 0.4954, total_Loss: 0.9720, val_loss 3.8439, val_acc: 26.8000, The current lr 0.001000

Epoch: [37/500], cls_loss: 0.2178, transfer_loss: 0.4986, total_Loss: 0.9656, val_loss 5.7163, val_acc: 25.2000, The current lr 0.001000

Epoch: [38/500], cls_loss: 0.2259, transfer_loss: 0.5251, total_Loss: 1.0135, val_loss 3.4092, val_acc: 26.8000, The current lr 0.001000

Epoch: [39/500], cls_loss: 0.2346, transfer_loss: 0.5055, total_Loss: 0.9929, val_loss 6.7819, val_acc: 27.2000, The current lr 0.001000

Epoch: [40/500], cls_loss: 0.1930, transfer_loss: 0.4453, total_Loss: 0.8610, val_loss 3.8761, val_acc: 28.0000, The current lr 0.001000

Epoch: [41/500], cls_loss: 0.1898, transfer_loss: 0.4818, total_Loss: 0.9125, val_loss 4.3572, val_acc: 21.6000, The current lr 0.001000

Epoch: [42/500], cls_loss: 0.2301, transfer_loss: 0.5256, total_Loss: 1.0184, val_loss 3.5780, val_acc: 30.4000, The current lr 0.001000

Epoch: [43/500], cls_loss: 0.2185, transfer_loss: 0.5264, total_Loss: 1.0080, val_loss 3.7986, val_acc: 31.6000, The current lr 0.001000

Epoch: [44/500], cls_loss: 0.1699, transfer_loss: 0.4802, total_Loss: 0.8902, val_loss 6.6765, val_acc: 26.0000, The current lr 0.001000

Epoch: [45/500], cls_loss: 0.2172, transfer_loss: 0.5257, total_Loss: 1.0057, val_loss 3.6171, val_acc: 25.6000, The current lr 0.001000

Epoch: [46/500], cls_loss: 0.2068, transfer_loss: 0.5224, total_Loss: 0.9904, val_loss 5.2386, val_acc: 23.6000, The current lr 0.001000

Epoch: [47/500], cls_loss: 0.1773, transfer_loss: 0.5183, total_Loss: 0.9547, val_loss 3.7396, val_acc: 24.4000, The current lr 0.001000

Epoch: [48/500], cls_loss: 0.1948, transfer_loss: 0.5179, total_Loss: 0.9716, val_loss 4.2944, val_acc: 27.6000, The current lr 0.001000

Epoch: [49/500], cls_loss: 0.1543, transfer_loss: 0.5061, total_Loss: 0.9135, val_loss 4.5579, val_acc: 25.2000, The current lr 0.001000

Epoch: [50/500], cls_loss: 0.1913, transfer_loss: 0.5169, total_Loss: 0.9667, val_loss 3.3579, val_acc: 32.8000, The current lr 0.000900

Epoch: [51/500], cls_loss: 0.1847, transfer_loss: 0.5345, total_Loss: 0.9865, val_loss 4.6454, val_acc: 24.8000, The current lr 0.000900

Epoch: [52/500], cls_loss: 0.1267, transfer_loss: 0.5346, total_Loss: 0.9286, val_loss 3.5579, val_acc: 24.4000, The current lr 0.000900

Epoch: [53/500], cls_loss: 0.1994, transfer_loss: 0.5768, total_Loss: 1.0646, val_loss 3.3051, val_acc: 24.8000, The current lr 0.000900

Epoch: [54/500], cls_loss: 0.1863, transfer_loss: 0.5333, total_Loss: 0.9862, val_loss 5.6069, val_acc: 25.6000, The current lr 0.000900

Epoch: [55/500], cls_loss: 0.1818, transfer_loss: 0.5208, total_Loss: 0.9631, val_loss 3.8938, val_acc: 26.8000, The current lr 0.000900

Epoch: [56/500], cls_loss: 0.1422, transfer_loss: 0.5593, total_Loss: 0.9811, val_loss 3.8244, val_acc: 28.0000, The current lr 0.000900

Epoch: [57/500], cls_loss: 0.1783, transfer_loss: 0.5731, total_Loss: 1.0379, val_loss 5.9268, val_acc: 25.6000, The current lr 0.000900

Epoch: [58/500], cls_loss: 0.1647, transfer_loss: 0.5322, total_Loss: 0.9630, val_loss 5.6345, val_acc: 23.2000, The current lr 0.000900

Epoch: [59/500], cls_loss: 0.1566, transfer_loss: 0.5492, total_Loss: 0.9805, val_loss 3.8999, val_acc: 24.8000, The current lr 0.000900

Epoch: [60/500], cls_loss: 0.1394, transfer_loss: 0.5361, total_Loss: 0.9435, val_loss 4.2239, val_acc: 20.4000, The current lr 0.000900

Epoch: [61/500], cls_loss: 0.1193, transfer_loss: 0.5489, total_Loss: 0.9427, val_loss 4.0693, val_acc: 24.8000, The current lr 0.000900

Epoch: [62/500], cls_loss: 0.1743, transfer_loss: 0.5625, total_Loss: 1.0180, val_loss 3.2068, val_acc: 25.2000, The current lr 0.000900

Epoch: [63/500], cls_loss: 0.1344, transfer_loss: 0.5522, total_Loss: 0.9627, val_loss 4.4199, val_acc: 24.0000, The current lr 0.000900

Epoch: [64/500], cls_loss: 0.1454, transfer_loss: 0.5502, total_Loss: 0.9707, val_loss 4.3731, val_acc: 22.4000, The current lr 0.000900

Epoch: [65/500], cls_loss: 0.1278, transfer_loss: 0.5397, total_Loss: 0.9374, val_loss 5.1094, val_acc: 23.2000, The current lr 0.000900

Epoch: [66/500], cls_loss: 0.1620, transfer_loss: 0.5042, total_Loss: 0.9184, val_loss 5.1649, val_acc: 24.0000, The current lr 0.000900

Epoch: [67/500], cls_loss: 0.1249, transfer_loss: 0.5492, total_Loss: 0.9487, val_loss 3.7652, val_acc: 30.0000, The current lr 0.000900

Epoch: [68/500], cls_loss: 0.1566, transfer_loss: 0.5214, total_Loss: 0.9387, val_loss 5.9960, val_acc: 26.0000, The current lr 0.000900

Epoch: [69/500], cls_loss: 0.1251, transfer_loss: 0.5562, total_Loss: 0.9595, val_loss 3.8275, val_acc: 27.6000, The current lr 0.000900

Epoch: [70/500], cls_loss: 0.1211, transfer_loss: 0.5757, total_Loss: 0.9846, val_loss 3.9125, val_acc: 28.0000, The current lr 0.000900

Epoch: [71/500], cls_loss: 0.1248, transfer_loss: 0.5428, total_Loss: 0.9390, val_loss 4.2648, val_acc: 24.4000, The current lr 0.000900

Epoch: [72/500], cls_loss: 0.1473, transfer_loss: 0.5445, total_Loss: 0.9641, val_loss 6.3738, val_acc: 22.4000, The current lr 0.000900

Epoch: [73/500], cls_loss: 0.1236, transfer_loss: 0.5097, total_Loss: 0.8882, val_loss 3.9205, val_acc: 22.0000, The current lr 0.000900

Epoch: [74/500], cls_loss: 0.1406, transfer_loss: 0.5586, total_Loss: 0.9786, val_loss 3.7268, val_acc: 24.8000, The current lr 0.000900

Epoch: [75/500], cls_loss: 0.1421, transfer_loss: 0.5761, total_Loss: 1.0063, val_loss 4.6447, val_acc: 23.6000, The current lr 0.000900

Epoch: [76/500], cls_loss: 0.1336, transfer_loss: 0.5880, total_Loss: 1.0156, val_loss 5.2121, val_acc: 22.8000, The current lr 0.000900

Epoch: [77/500], cls_loss: 0.1092, transfer_loss: 0.5755, total_Loss: 0.9724, val_loss 4.0532, val_acc: 23.2000, The current lr 0.000900

Epoch: [78/500], cls_loss: 0.1208, transfer_loss: 0.5827, total_Loss: 0.9949, val_loss 3.5349, val_acc: 24.4000, The current lr 0.000900

Epoch: [79/500], cls_loss: 0.0908, transfer_loss: 0.5397, total_Loss: 0.9003, val_loss 5.5854, val_acc: 24.8000, The current lr 0.000900

