Namespace(basic_net='resnet1d', batch_size=16, config='Shell_yaml/dann.yaml', data_dir='../../Dataset/For_the_strange_Benchmark/CWRU', dataset='CWRUBear1DaFFT', gamma=0.9, is_continue_train=False, is_descend='False', is_save_checkpoint=False, lr=0.01, lr_decay=0.75, lr_scheduler_type='stepLR', momentum=0.9, n_epoch=500, n_iter_per_epoch=20, normalize_type='0-1', num_class=10, num_workers=3, seed=1, src_wc='1', steps='50', tgt_wc='0', transfer_loss='plmmd_adv', transfer_loss_weight=1.5, weight_decay=0.001)

Epoch: [ 0/500], cls_loss: 2.2402, transfer_loss: 0.7299, total_Loss: 2.2402, val_loss 1.3620, val_acc: 44.5455, The current lr 0.001000

Epoch: [ 1/500], cls_loss: 2.0636, transfer_loss: 0.7877, total_Loss: 2.0715, val_loss 2.4024, val_acc: 44.8485, The current lr 0.001000

Epoch: [ 2/500], cls_loss: 2.1324, transfer_loss: 0.8437, total_Loss: 2.1493, val_loss 2.1605, val_acc: 54.8485, The current lr 0.001000

Epoch: [ 3/500], cls_loss: 1.7775, transfer_loss: 0.8856, total_Loss: 1.8041, val_loss 6.7957, val_acc: 31.5152, The current lr 0.001000

Epoch: [ 4/500], cls_loss: 1.8380, transfer_loss: 0.9434, total_Loss: 1.8757, val_loss 0.9823, val_acc: 73.3333, The current lr 0.001000

Epoch: [ 5/500], cls_loss: 1.8457, transfer_loss: 1.0061, total_Loss: 1.8960, val_loss 1.4854, val_acc: 66.6667, The current lr 0.001000

Epoch: [ 6/500], cls_loss: 1.0804, transfer_loss: 1.0304, total_Loss: 1.1422, val_loss 0.9861, val_acc: 78.1818, The current lr 0.001000

Epoch: [ 7/500], cls_loss: 0.9531, transfer_loss: 1.0833, total_Loss: 1.0288, val_loss 1.1318, val_acc: 76.0606, The current lr 0.001000

Epoch: [ 8/500], cls_loss: 0.7530, transfer_loss: 1.1268, total_Loss: 0.8430, val_loss 0.5894, val_acc: 83.6364, The current lr 0.001000

Epoch: [ 9/500], cls_loss: 0.7680, transfer_loss: 1.1773, total_Loss: 0.8736, val_loss 0.7830, val_acc: 84.8485, The current lr 0.001000

Epoch: [10/500], cls_loss: 0.6886, transfer_loss: 1.1926, total_Loss: 0.8075, val_loss 6.5656, val_acc: 50.0000, The current lr 0.001000

Epoch: [11/500], cls_loss: 0.8301, transfer_loss: 1.2631, total_Loss: 0.9685, val_loss 2.7051, val_acc: 70.0000, The current lr 0.001000

Epoch: [12/500], cls_loss: 0.9487, transfer_loss: 1.2789, total_Loss: 1.1014, val_loss 0.2901, val_acc: 89.3939, The current lr 0.001000

Epoch: [13/500], cls_loss: 0.4360, transfer_loss: 1.3124, total_Loss: 0.6056, val_loss 0.1639, val_acc: 95.7576, The current lr 0.001000

Epoch: [14/500], cls_loss: 0.3824, transfer_loss: 1.3659, total_Loss: 0.5724, val_loss 1.0564, val_acc: 78.7879, The current lr 0.001000

Epoch: [15/500], cls_loss: 0.6193, transfer_loss: 1.3831, total_Loss: 0.8253, val_loss 1.5424, val_acc: 76.3636, The current lr 0.001000

Epoch: [16/500], cls_loss: 0.6163, transfer_loss: 1.4440, total_Loss: 0.8454, val_loss 0.8824, val_acc: 79.0909, The current lr 0.001000

Epoch: [17/500], cls_loss: 0.4185, transfer_loss: 1.4546, total_Loss: 0.6634, val_loss 0.6136, val_acc: 87.8788, The current lr 0.001000

Epoch: [18/500], cls_loss: 0.2334, transfer_loss: 1.4667, total_Loss: 0.4946, val_loss 0.2859, val_acc: 95.4545, The current lr 0.001000

Epoch: [19/500], cls_loss: 0.3150, transfer_loss: 1.5717, total_Loss: 0.6101, val_loss 0.2055, val_acc: 94.2424, The current lr 0.001000

Epoch: [20/500], cls_loss: 0.5488, transfer_loss: 1.5921, total_Loss: 0.8630, val_loss 0.1148, val_acc: 97.5758, The current lr 0.001000

Epoch: [21/500], cls_loss: 0.3375, transfer_loss: 1.6548, total_Loss: 0.6800, val_loss 0.2455, val_acc: 95.4545, The current lr 0.001000

Epoch: [22/500], cls_loss: 0.4933, transfer_loss: 1.6525, total_Loss: 0.8511, val_loss 0.5216, val_acc: 87.8788, The current lr 0.001000

Epoch: [23/500], cls_loss: 0.5548, transfer_loss: 1.6261, total_Loss: 0.9223, val_loss 0.5753, val_acc: 86.0606, The current lr 0.001000

Epoch: [24/500], cls_loss: 0.8621, transfer_loss: 1.6341, total_Loss: 1.2469, val_loss 0.5652, val_acc: 87.2727, The current lr 0.001000

Epoch: [25/500], cls_loss: 0.6007, transfer_loss: 1.5869, total_Loss: 0.9894, val_loss 0.8615, val_acc: 85.4545, The current lr 0.001000

Epoch: [26/500], cls_loss: 0.2706, transfer_loss: 1.7079, total_Loss: 0.7049, val_loss 0.6656, val_acc: 86.6667, The current lr 0.001000

Epoch: [27/500], cls_loss: 0.3229, transfer_loss: 1.6730, total_Loss: 0.7640, val_loss 0.3955, val_acc: 90.3030, The current lr 0.001000

Epoch: [28/500], cls_loss: 0.3362, transfer_loss: 1.6164, total_Loss: 0.7773, val_loss 0.2497, val_acc: 93.0303, The current lr 0.001000

Epoch: [29/500], cls_loss: 0.1740, transfer_loss: 1.7927, total_Loss: 0.6798, val_loss 0.4089, val_acc: 91.8182, The current lr 0.001000

Epoch: [30/500], cls_loss: 0.2216, transfer_loss: 1.7253, total_Loss: 0.7242, val_loss 0.7831, val_acc: 83.3333, The current lr 0.001000

Epoch: [31/500], cls_loss: 0.2605, transfer_loss: 1.7321, total_Loss: 0.7809, val_loss 0.2438, val_acc: 94.2424, The current lr 0.001000

Epoch: [32/500], cls_loss: 0.3563, transfer_loss: 1.7275, total_Loss: 0.8910, val_loss 0.2891, val_acc: 92.7273, The current lr 0.001000

Epoch: [33/500], cls_loss: 0.1519, transfer_loss: 1.7501, total_Loss: 0.7094, val_loss 0.2816, val_acc: 93.6364, The current lr 0.001000

Epoch: [34/500], cls_loss: 0.2372, transfer_loss: 1.8485, total_Loss: 0.8425, val_loss 0.6389, val_acc: 83.9394, The current lr 0.001000

Epoch: [35/500], cls_loss: 0.2153, transfer_loss: 1.7492, total_Loss: 0.8037, val_loss 0.3563, val_acc: 93.9394, The current lr 0.001000

Epoch: [36/500], cls_loss: 0.1839, transfer_loss: 1.7758, total_Loss: 0.7970, val_loss 5.3108, val_acc: 53.0303, The current lr 0.001000

Epoch: [37/500], cls_loss: 0.4704, transfer_loss: 1.8007, total_Loss: 1.1078, val_loss 0.1636, val_acc: 95.1515, The current lr 0.001000

Epoch: [38/500], cls_loss: 0.3615, transfer_loss: 1.8237, total_Loss: 1.0230, val_loss 0.7681, val_acc: 87.5758, The current lr 0.001000

Epoch: [39/500], cls_loss: 0.2903, transfer_loss: 1.7913, total_Loss: 0.9555, val_loss 0.2116, val_acc: 96.3636, The current lr 0.001000

Epoch: [40/500], cls_loss: 0.4525, transfer_loss: 1.7533, total_Loss: 1.1186, val_loss 0.1754, val_acc: 95.7576, The current lr 0.001000

Epoch: [41/500], cls_loss: 0.2609, transfer_loss: 1.8469, total_Loss: 0.9783, val_loss 0.3709, val_acc: 90.6061, The current lr 0.001000

